ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly)
2323,NGC 2323,Open Cluster,Monoceros,5.9,16.0,7,3.2,-,8,20,
2324,NGC 2324,Open Cluster,Monoceros,8.4,8.0,7,4.2,+,1,3,
2325,NGC 2325,Galaxy,Canis_Major,11.2,2.3,7,2.7,-,28,42,
2329,NGC 2329,Galaxy,Lynx,14.0,1.6,7,9.2,+,48,37,
2331,NGC 2331,Open Cluster,Gemini,9.0,18.0,7,7.2,+,27,21,
2335,NGC 2335,Open Cluster,Monoceros,7.2,12.0,7,6.6,-,10,5,
2336,NGC 2336,Galaxy,Camelopardalis,10.5,6.9,7,27.1,+,80,11,
2337,NGC 2337,Galaxy,Lynx,13.0,2.6,7,10.2,+,44,27,
2339,NGC 2339,Galaxy,Gemini,11.6,2.8,7,8.3,+,18,47,
2341,NGC 2341,Galaxy,Gemini,14.0,1.1,7,9.3,+,20,35,
2342,NGC 2342,Galaxy,Gemini,13.0,1.6,7,9.4,+,20,38,
2343,NGC 2343,Open Cluster,Monoceros,6.7,7.0,7,8.3,-,10,39,
2344,NGC 2344,Galaxy,Lynx,12.1,2.0,7,12.5,+,47,10,
2345,NGC 2345,Open Cluster,Canis_Major,7.7,12.0,7,8.3,-,13,10,
2347,NGC 2347,Galaxy,Camelopardalis,12.5,2.0,7,16.1,+,64,43,
2353,NGC 2353,Open Cluster,Monoceros,7.1,20.0,7,14.6,-,10,18,
2354,NGC 2354,Open Cluster,Canis_Major,6.5,20.0,7,14.3,-,25,44,
2355,NGC 2355,Open Cluster,Gemini,10.0,9.0,7,16.9,+,13,47,
2357,NGC 2357,Galaxy,Gemini,14.0,4.5,7,17.6,+,23,22,
2360,NGC 2360,Open Cluster,Canis_Major,7.2,13.0,7,17.8,-,15,37,
2362,NGC 2362,Cluster Nebulosity,Canis_Major,4.1,8.0,7,18.8,-,24,57,
2366,NGC 2366,Galaxy,Camelopardalis,10.9,7.6,7,28.9,+,69,13,
2367,NGC 2367,Open Cluster,Canis_Major,7.9,4.0,7,20.1,-,21,56,
2368,NGC 2368,Open Cluster,Monoceros,12.0,5.0,7,21.0,-,10,23,
2369,NGC 2369,Galaxy,Carina,13.0,4.6,7,16.6,-,62,21,
2371,NGC 2371,Planetary Nebula,Gemini,13.0,0.9,7,25.6,+,29,29,
2374,NGC 2374,Open Cluster,Canis_Major,8.0,19.0,7,24.0,-,13,16,
2377,NGC 2377,Galaxy,Monoceros,15.0,1.8,7,24.9,-,9,40,
2379,NGC 2379,Galaxy,Gemini,13.5,1.1,7,27.4,+,33,49,
2383,NGC 2383,Open Cluster,Canis_Major,8.4,6.0,7,24.8,-,20,56,
2384,NGC 2384,Open Cluster,Canis_Major,7.4,3.0,7,25.1,-,21,2,
2389,NGC 2389,Galaxy,Gemini,12.8,2.1,7,29.1,+,33,51,
2392,NGC 2392,Planetary Nebula,Gemini,10.0,0.7,7,29.2,+,20,55,
2395,NGC 2395,Open Cluster,Gemini,8.0,12.0,7,27.1,+,13,35,
2396,NGC 2396,Open Cluster,Puppis,7.0,10.0,7,28.1,-,11,44,
2397,NGC 2397,Galaxy,Volans,13.0,2.2,7,21.3,-,69,0,
2401,NGC 2401,Open Cluster,Puppis,13.0,2.0,7,29.4,-,13,58,
2403,NGC 2403,Galaxy,Camelopardalis,8.4,17.0,7,36.9,+,65,36,
2414,NGC 2414,Open Cluster,Puppis,7.9,4.0,7,33.3,-,15,27,
2415,NGC 2415,Galaxy,Lynx,12.4,1.0,7,36.9,+,35,15,
2419,NGC 2419,Globular Cluster,Lynx,10.4,4.1,7,38.1,+,38,53,
2420,NGC 2420,Open Cluster,Gemini,8.3,10.0,7,38.5,+,21,34,
2421,NGC 2421,Open Cluster,Puppis,8.3,10.0,7,36.3,-,20,37,
2422,NGC 2422,Open Cluster,Puppis,4.4,30.0,7,36.6,-,14,30,
2423,NGC 2423,Open Cluster,Puppis,6.7,19.0,7,37.1,-,13,52,
2424,NGC 2424,Galaxy,Lynx,12.6,4.0,7,40.7,+,39,14,
2427,NGC 2427,Galaxy,Puppis,11.6,5.6,7,36.5,-,47,38,
2432,NGC 2432,Open Cluster,Puppis,10.0,8.0,7,40.9,-,19,5,
2434,NGC 2434,Galaxy,Volans,11.2,2.5,7,34.9,-,69,17,
2437,NGC 2437,Open Cluster,Puppis,6.1,27.0,7,41.8,-,14,49,
2438,NGC 2438,Planetary Nebula,Puppis,10.0,1.1,7,41.8,-,14,44,
2439,NGC 2439,Open Cluster,Puppis,6.9,10.0,7,40.8,-,31,39,
2440,NGC 2440,Planetary Nebula,Puppis,11.0,0.5,7,41.9,-,18,13,
2441,NGC 2441,Galaxy,Camelopardalis,12.2,2.2,7,52.2,+,73,2,
2442,NGC 2442,Galaxy,Volans,11.0,6.0,7,36.4,-,69,32,
2444,NGC 2444,Galaxy,Lynx,12.9,2.3,7,46.9,+,39,2,
2445,NGC 2445,Galaxy,Lynx,13.0,2.1,7,46.9,+,39,1,
2447,NGC 2447,Open Cluster,Puppis,6.2,22.0,7,44.6,-,23,52,
2451,NGC 2451,Open Cluster,Puppis,2.8,45.0,7,45.4,-,37,58,
2452,NGC 2452,Planetary Nebula,Puppis,13.0,0.3,7,47.4,-,27,20,
2453,NGC 2453,Open Cluster,Puppis,8.3,5.0,7,47.8,-,27,14,
2455,NGC 2455,Open Cluster,Puppis,10.0,8.0,7,49.0,-,21,18,
2460,NGC 2460,Galaxy,Camelopardalis,11.7,2.9,7,56.9,+,60,21,
2464,NGC 2464,Galaxy,Lynx,15.0,0.4,7,57.2,+,56,41,
2467,NGC 2467,Cluster Nebulosity,Puppis,7.0,16.0,7,52.6,-,26,23,
2468,NGC 2468,Galaxy,Lynx,15.0,1.3,7,58.0,+,56,22,
2469,NGC 2469,Galaxy,Lynx,13.0,1.1,7,58.1,+,56,41,
2470,NGC 2470,Galaxy,Canis_Minor,14.0,2.2,7,54.3,+,4,27,
2474,NGC 2474,Galaxy,Lynx,14.0,0.6,7,57.9,+,52,51,
2475,NGC 2475,Galaxy,Lynx,14.0,0.8,7,58.0,+,52,51,
2477,NGC 2477,Open Cluster,Puppis,5.8,27.0,7,52.3,-,38,33,
2479,NGC 2479,Open Cluster,Puppis,10.0,7.0,7,55.1,-,17,43,
2482,NGC 2482,Open Cluster,Puppis,7.3,12.0,7,54.9,-,24,18,
2483,NGC 2483,Open Cluster,Puppis,7.6,10.0,7,55.9,-,27,56,
2484,NGC 2484,Galaxy,Lynx,15.0,1.6,7,58.5,+,37,47,
2487,NGC 2487,Galaxy,Gemini,14.0,2.8,7,58.3,+,25,8,
2489,NGC 2489,Open Cluster,Puppis,7.9,8.0,7,56.2,-,30,4,
2493,NGC 2493,Galaxy,Lynx,13.0,2.5,8,0.4,+,39,50,
2500,NGC 2500,Galaxy,Lynx,11.6,2.9,8,1.9,+,50,44,
2506,NGC 2506,Open Cluster,Monoceros,7.6,7.0,8,0.2,-,10,47,
2507,NGC 2507,Galaxy,Cancer,14.0,2.5,8,1.6,+,15,43,
2509,NGC 2509,Open Cluster,Puppis,9.0,8.0,8,0.7,-,19,4,
2512,NGC 2512,Galaxy,Cancer,14.0,1.7,8,3.1,+,23,24,
2514,NGC 2514,Galaxy,Cancer,14.0,1.4,8,2.8,+,15,49,
2516,NGC 2516,Open Cluster,Carina,3.8,30.0,7,58.3,-,60,52,
2517,NGC 2517,Galaxy,Puppis,12.3,0.8,8,2.8,-,12,19,
2521,NGC 2521,Galaxy,Lynx,14.0,1.5,8,8.8,+,57,46,
2523,NGC 2523,Galaxy,Camelopardalis,12.0,3.0,8,15.0,+,73,35,
2525,NGC 2525,Galaxy,Puppis,11.6,2.9,8,5.6,-,11,26,
2527,NGC 2527,Open Cluster,Puppis,6.5,22.0,8,5.3,-,28,10,
2532,NGC 2532,Galaxy,Lynx,12.4,2.2,8,10.2,+,33,57,
2533,NGC 2533,Open Cluster,Puppis,7.6,4.0,8,7.0,-,29,54,
2534,NGC 2534,Galaxy,Lynx,14.0,1.7,8,12.9,+,55,40,
2535,NGC 2535,Galaxy,Cancer,12.6,3.0,8,11.2,+,25,12,
2536,NGC 2536,Galaxy,Cancer,14.1,0.9,8,11.3,+,25,11,
2537,NGC 2537,Galaxy,Lynx,11.7,1.7,8,13.2,+,46,0,
2539,NGC 2539,Open Cluster,Puppis,6.5,22.0,8,10.7,-,12,50,
2541,NGC 2541,Galaxy,Lynx,11.8,6.6,8,14.7,+,49,4,
2543,NGC 2543,Galaxy,Lynx,13.0,2.5,8,13.0,+,36,15,
2544,NGC 2544,Galaxy,Camelopardalis,12.0,1.1,8,21.7,+,73,59,
2545,NGC 2545,Galaxy,Cancer,12.4,2.2,8,14.2,+,21,21,
2546,NGC 2546,Open Cluster,Puppis,6.3,41.0,8,12.4,-,37,38,
2547,NGC 2547,Open Cluster,Vela,4.7,20.0,8,10.7,-,49,16,
2548,NGC 2548,Open Cluster,Hydra,5.8,54.0,8,13.8,-,5,48,
2549,NGC 2549,Galaxy,Lynx,11.1,4.2,8,19.0,+,57,48,
2550,NGC 2550,Galaxy,Camelopardalis,13.0,1.2,8,24.6,+,74,1,
2551,NGC 2551,Galaxy,Camelopardalis,12.0,1.9,8,24.8,+,73,25,
2552,NGC 2552,Galaxy,Lynx,12.2,3.2,8,19.3,+,50,1,
2554,NGC 2554,Galaxy,Cancer,14.0,3.4,8,17.9,+,23,28,
2557,NGC 2557,Galaxy,Cancer,15.0,1.4,8,19.2,+,21,27,
2560,NGC 2560,Galaxy,Cancer,15.0,1.7,8,19.9,+,20,59,
2562,NGC 2562,Galaxy,Cancer,12.9,1.4,8,20.4,+,21,8,
2563,NGC 2563,Galaxy,Cancer,12.3,2.3,8,20.6,+,21,4,
2565,NGC 2565,Galaxy,Cancer,14.0,1.9,8,19.8,+,22,2,
2566,NGC 2566,Galaxy,Puppis,15.0,3.1,8,18.7,-,25,29,
2567,NGC 2567,Open Cluster,Puppis,7.4,10.0,8,18.6,-,30,38,
2571,NGC 2571,Open Cluster,Puppis,7.0,13.0,8,18.9,-,29,44,
2573,NGC 2573,Galaxy,Octans,13.5,3.6,1,42.0,-,89,20,
2575,NGC 2575,Galaxy,Cancer,14.0,2.5,8,22.8,+,24,17,
2577,NGC 2577,Galaxy,Cancer,13.0,2.1,8,22.7,+,22,33,
2578,NGC 2578,Galaxy,Puppis,12.4,2.4,8,21.4,-,13,19,
2579,NGC 2579,Cluster Nebulosity,Puppis,7.5,10.0,8,21.1,-,36,11,
2580,NGC 2580,Open Cluster,Puppis,10.0,8.0,8,21.6,-,30,19,
2582,NGC 2582,Galaxy,Cancer,14.0,1.3,8,25.3,+,20,20,
2583,NGC 2583,Galaxy,Hydra,13.5,0.7,8,23.2,-,5,1,
2587,NGC 2587,Open Cluster,Puppis,9.0,9.0,8,23.5,-,29,30,
2588,NGC 2588,Open Cluster,Puppis,12.0,2.0,8,23.2,-,32,59,
2591,NGC 2591,Galaxy,Camelopardalis,13.0,3.2,8,37.4,+,78,2,
2595,NGC 2595,Galaxy,Cancer,14.0,3.1,8,27.7,+,21,29,
2597,NGC 2597,Galaxy,Cancer,15.0,1.4,8,30.0,+,21,30,
2598,NGC 2598,Galaxy,Cancer,13.7,1.3,8,30.0,+,21,29,
2599,NGC 2599,Galaxy,Cancer,13.0,2.4,8,32.2,+,22,34,
2608,NGC 2608,Galaxy,Cancer,12.1,2.5,8,35.3,+,28,28,
2610,NGC 2610,Planetary Nebula,Hydra,14.0,0.6,8,33.4,-,16,9,
2612,NGC 2612,Galaxy,Hydra,13.0,3.2,8,33.8,-,13,9,
2613,NGC 2613,Galaxy,Pyxis,10.4,7.2,8,33.4,-,22,58,
2614,NGC 2614,Galaxy,Ursa_Major,14.0,2.8,8,42.8,+,72,59,
2616,NGC 2616,Galaxy,Hydra,12.6,1.3,8,35.6,-,1,51,
2623,NGC 2623,Galaxy,Cancer,13.8,0.6,8,38.4,+,25,45,
2627,NGC 2627,Open Cluster,Pyxis,8.0,11.0,8,37.3,-,29,57,
2629,NGC 2629,Galaxy,Ursa_Major,13.0,2.6,8,47.2,+,72,59,
2631,NGC 2631,Galaxy,Ursa_Major,14.0,0.8,8,47.1,+,73,0,
2632,NGC 2632,Open Cluster,Cancer,3.1,95.0,8,40.1,+,19,59,
2633,NGC 2633,Galaxy,Camelopardalis,11.9,2.6,8,48.1,+,74,6,
2634,NGC 2634,Galaxy,Camelopardalis,13.0,2.2,8,48.4,+,73,58,
2635,NGC 2635,Open Cluster,Pyxis,11.2,3.0,8,38.5,-,34,46,
2636,NGC 2636,Galaxy,Camelopardalis,14.0,0.5,8,48.4,+,73,40,
2639,NGC 2639,Galaxy,Ursa_Major,11.8,2.0,8,43.6,+,50,12,
2642,NGC 2642,Galaxy,Hydra,13.0,2.3,8,40.7,-,4,7,
2646,NGC 2646,Galaxy,Camelopardalis,12.0,1.7,8,50.4,+,73,28,
2648,NGC 2648,Galaxy,Cancer,13.0,3.6,8,42.7,+,14,17,
2649,NGC 2649,Galaxy,Lynx,13.0,1.9,8,44.1,+,34,43,
2650,NGC 2650,Galaxy,Ursa_Major,14.0,1.9,8,50.0,+,70,18,
2654,NGC 2654,Galaxy,Ursa_Major,11.8,4.3,8,49.2,+,60,13,
2655,NGC 2655,Galaxy,Camelopardalis,10.1,5.1,8,55.6,+,78,13,
2656,NGC 2656,Galaxy,Ursa_Major,13.3,1.5,8,47.8,+,53,52,
2658,NGC 2658,Open Cluster,Pyxis,9.0,12.0,8,43.4,-,32,39,
2659,NGC 2659,Open Cluster,Vela,8.6,3.0,8,42.6,-,44,57,
2660,NGC 2660,Open Cluster,Vela,8.8,4.0,8,42.2,-,47,9,
2669,NGC 2669,Open Cluster,Vela,6.1,12.0,8,44.9,-,52,58,
2670,NGC 2670,Open Cluster,Vela,7.8,9.0,8,45.5,-,48,47,
2671,NGC 2671,Open Cluster,Vela,12.0,4.0,8,46.2,-,41,53,
2672,NGC 2672,Galaxy,Cancer,11.6,2.6,8,49.3,+,19,4,
2673,NGC 2673,Galaxy,Cancer,12.9,1.4,8,49.4,+,19,4,
2676,NGC 2676,Galaxy,Ursa_Major,14.0,1.5,8,51.5,+,47,33,
2681,NGC 2681,Galaxy,Ursa_Major,10.3,3.8,8,53.5,+,51,19,
2682,NGC 2682,Open Cluster,Cancer,6.9,30.0,8,50.4,+,11,49,
2683,NGC 2683,Galaxy,Lynx,9.7,9.3,8,52.7,+,33,25,
2685,NGC 2685,Galaxy,Ursa_Major,11.1,5.2,8,55.6,+,58,44,
2691,NGC 2691,Galaxy,Lynx,14.0,1.6,8,54.8,+,39,32,
2692,NGC 2692,Galaxy,Ursa_Major,14.0,1.5,8,57.0,+,52,4,
2693,NGC 2693,Galaxy,Ursa_Major,11.7,2.2,8,57.0,+,51,21,
2694,NGC 2694,Galaxy,Ursa_Major,14.3,0.3,8,57.0,+,51,20,
2698,NGC 2698,Galaxy,Hydra,13.0,1.8,8,55.6,-,3,11,
2701,NGC 2701,Galaxy,Ursa_Major,12.4,2.1,8,59.1,+,53,46,
2708,NGC 2708,Galaxy,Hydra,14.0,3.0,8,56.1,-,3,22,
2712,NGC 2712,Galaxy,Lynx,12.0,2.9,8,59.5,+,44,55,
2713,NGC 2713,Galaxy,Hydra,11.7,3.9,8,57.3,+,2,55,
2715,NGC 2715,Galaxy,Camelopardalis,11.4,5.0,9,8.1,+,78,5,
2716,NGC 2716,Galaxy,Hydra,12.4,1.8,8,57.6,+,3,5,
2718,NGC 2718,Galaxy,Hydra,13.0,2.5,8,58.9,+,6,18,
2719,NGC 2719,Galaxy,Lynx,14.0,1.3,9,0.3,+,35,44,
2721,NGC 2721,Galaxy,Hydra,13.0,2.6,8,58.9,-,4,46,
2723,NGC 2723,Galaxy,Hydra,15.0,1.3,9,0.2,+,3,11,
2726,NGC 2726,Galaxy,Ursa_Major,13.0,1.5,9,4.9,+,59,56,
2732,NGC 2732,Galaxy,Camelopardalis,11.9,2.3,9,13.4,+,79,11,
2735,NGC 2735,Galaxy,Cancer,14.0,1.2,9,2.6,+,25,56,
2742,NGC 2742,Galaxy,Ursa_Major,11.7,3.1,9,7.6,+,60,29,
2744,NGC 2744,Galaxy,Cancer,13.4,1.8,9,4.7,+,18,28,
2748,NGC 2748,Galaxy,Camelopardalis,11.7,3.1,9,13.7,+,76,29,
2749,NGC 2749,Galaxy,Cancer,12.0,2.0,9,5.4,+,18,19,
2750,NGC 2750,Galaxy,Cancer,12.0,2.3,9,5.7,+,25,26,
2752,NGC 2752,Galaxy,Cancer,15.0,2.0,9,5.7,+,18,20,
2756,NGC 2756,Galaxy,Ursa_Major,13.0,1.9,9,9.0,+,53,51,
2763,NGC 2763,Galaxy,Hydra,12.1,2.3,9,6.8,-,15,30,
2764,NGC 2764,Galaxy,Cancer,12.7,1.7,9,8.3,+,21,27,
2765,NGC 2765,Galaxy,Hydra,13.0,2.3,9,7.6,+,3,23,
2768,NGC 2768,Galaxy,Ursa_Major,10.0,6.3,9,11.6,+,60,2,
2770,NGC 2770,Galaxy,Lynx,12.0,3.7,9,9.6,+,33,7,
2775,NGC 2775,Galaxy,Cancer,10.3,4.5,9,10.3,+,7,2,
2776,NGC 2776,Galaxy,Lynx,11.6,2.9,9,12.2,+,44,57,
2777,NGC 2777,Galaxy,Cancer,14.0,1.0,9,10.7,+,7,12,
2778,NGC 2778,Galaxy,Lynx,13.0,1.5,9,12.3,+,35,1,
2780,NGC 2780,Galaxy,Lynx,14.0,1.0,9,12.7,+,34,55,
2781,NGC 2781,Galaxy,Hydra,11.5,3.9,9,11.5,-,14,49,
2782,NGC 2782,Galaxy,Lynx,11.5,3.8,9,14.1,+,40,7,
2784,NGC 2784,Galaxy,Hydra,10.1,5.1,9,12.3,-,24,10,
2787,NGC 2787,Galaxy,Ursa_Major,10.8,3.4,9,19.3,+,69,12,
2792,NGC 2792,Planetary Nebula,Vela,14.0,0.2,9,12.4,-,42,26,
2793,NGC 2793,Galaxy,Lynx,14.0,1.3,9,16.8,+,34,26,
2798,NGC 2798,Galaxy,Lynx,12.3,2.8,9,17.4,+,42,0,
2799,NGC 2799,Galaxy,Lynx,14.0,1.9,9,17.5,+,42,0,
2805,NGC 2805,Galaxy,Ursa_Major,11.3,6.3,9,20.3,+,64,6,
2808,NGC 2808,Globular Cluster,Carina,6.3,13.0,9,12.0,-,64,52,
2810,NGC 2810,Galaxy,Ursa_Major,13.0,2.0,9,22.1,+,71,50,
2811,NGC 2811,Galaxy,Hydra,11.3,2.7,9,16.2,-,16,19,
2814,NGC 2814,Galaxy,Ursa_Major,13.8,1.4,9,21.2,+,64,15,
2815,NGC 2815,Galaxy,Hydra,13.0,3.5,9,16.3,-,23,38,
2818,NGC 2818,Open Cluster,Pyxis,8.2,9.0,9,16.0,-,36,37,
2820,NGC 2820,Galaxy,Ursa_Major,12.8,4.3,9,21.8,+,64,16,
2822,NGC 2822,Galaxy,Carina,12.0,2.1,9,14.0,-,69,38,
2823,NGC 2823,Galaxy,Lynx,16.0,1.0,9,19.3,+,34,0,
2824,NGC 2824,Galaxy,Cancer,14.0,1.3,9,19.0,+,26,16,
2825,NGC 2825,Galaxy,Lynx,16.0,1.1,9,19.4,+,33,44,
2826,NGC 2826,Galaxy,Lynx,15.0,1.8,9,19.4,+,33,37,
2830,NGC 2830,Galaxy,Lynx,15.0,1.3,9,19.7,+,33,44,
2831,NGC 2831,Galaxy,Lynx,13.6,0.8,9,19.7,+,33,44,
2832,NGC 2832,Galaxy,Lynx,11.5,3.3,9,19.8,+,33,44,
2835,NGC 2835,Galaxy,Hydra,11.0,6.3,9,17.9,-,22,21,
2837,NGC 2837,Galaxy,Hydra,14.0,0.3,9,18.4,-,16,30,
2841,NGC 2841,Galaxy,Ursa_Major,9.3,8.1,9,22.0,+,50,58,
2844,NGC 2844,Galaxy,Lynx,12.9,1.9,9,21.8,+,40,9,
2847,NGC 2847,Galaxy,Hydra,15.0,0.4,9,20.1,-,16,31,
2848,NGC 2848,Galaxy,Hydra,12.1,2.7,9,20.2,-,16,32,
2852,NGC 2852,Galaxy,Lynx,14.0,1.2,9,23.2,+,40,10,
2853,NGC 2853,Galaxy,Lynx,14.0,2.0,9,23.3,+,40,12,
2855,NGC 2855,Galaxy,Hydra,11.6,2.7,9,21.5,-,11,55,
2857,NGC 2857,Galaxy,Ursa_Major,14.0,2.4,9,24.5,+,49,21,
2859,NGC 2859,Galaxy,Leo_Minor,10.7,4.8,9,24.3,+,34,31,
2865,NGC 2865,Galaxy,Hydra,11.4,2.0,9,23.5,-,23,10,
2867,NGC 2867,Planetary Nebula,Carina,10.0,0.2,9,21.4,-,58,19,
2870,NGC 2870,Galaxy,Ursa_Major,14.0,2.6,9,27.8,+,57,23,
2872,NGC 2872,Galaxy,Leo,13.0,2.1,9,25.7,+,11,26,
2874,NGC 2874,Galaxy,Leo,14.0,2.5,9,25.8,+,11,26,
2875,NGC 2875,Galaxy,Leo,15.0,0.5,9,25.8,+,11,26,
2880,NGC 2880,Galaxy,Ursa_Major,11.6,2.6,9,29.6,+,62,30,
2884,NGC 2884,Galaxy,Hydra,13.0,2.6,9,26.4,-,11,33,
2888,NGC 2888,Galaxy,Pyxis,12.5,0.8,9,26.3,-,28,2,
2889,NGC 2889,Galaxy,Hydra,11.8,2.0,9,27.2,-,11,38,
2892,NGC 2892,Galaxy,Ursa_Major,14.0,1.7,9,32.9,+,67,37,
2893,NGC 2893,Galaxy,Leo,13.0,1.4,9,30.3,+,29,32,
2902,NGC 2902,Galaxy,Hydra,13.0,1.3,9,30.9,-,14,44,
2903,NGC 2903,Galaxy,Leo,8.9,12.0,9,32.2,+,21,30,
2905,NGC 2905,Galaxy,Leo,10.0,13.0,9,32.2,+,21,31,
2906,NGC 2906,Galaxy,Leo,13.0,1.6,9,32.2,+,8,27,
2907,NGC 2907,Galaxy,Hydra,13.0,1.9,9,31.6,-,16,44,
2910,NGC 2910,Open Cluster,Vela,7.2,5.0,9,30.4,-,52,54,
2911,NGC 2911,Galaxy,Leo,11.6,4.3,9,33.8,+,10,9,
2914,NGC 2914,Galaxy,Leo,13.1,1.2,9,34.0,+,10,7,
2915,NGC 2915,Galaxy,Chameleon,12.6,1.5,9,26.2,-,76,38,
2916,NGC 2916,Galaxy,Leo,12.0,2.6,9,35.0,+,21,42,
2919,NGC 2919,Galaxy,Leo,14.0,1.9,9,34.8,+,10,17,
2924,NGC 2924,Galaxy,Hydra,13.0,1.6,9,35.2,-,16,24,
2925,NGC 2925,Open Cluster,Vela,8.0,12.0,9,33.7,-,53,26,
2935,NGC 2935,Galaxy,Hydra,12.0,3.5,9,36.7,-,21,8,
2936,NGC 2936,Galaxy,Hydra,13.1,1.7,9,37.7,+,2,44,
2937,NGC 2937,Galaxy,Hydra,13.6,1.0,9,37.7,+,2,44,
2939,NGC 2939,Galaxy,Leo,14.0,2.7,9,38.1,+,9,31,
2940,NGC 2940,Galaxy,Leo,15.0,1.3,9,38.1,+,9,36,
2942,NGC 2942,Galaxy,Leo_Minor,13.0,2.2,9,39.1,+,34,0,
2944,NGC 2944,Galaxy,Leo,15.0,1.3,9,39.3,+,32,19,
2950,NGC 2950,Galaxy,Ursa_Major,11.0,3.2,9,42.6,+,58,51,
2955,NGC 2955,Galaxy,Leo_Minor,12.7,1.8,9,41.3,+,35,53,
2959,NGC 2959,Galaxy,Ursa_Major,14.0,1.5,9,45.1,+,68,36,
2962,NGC 2962,Galaxy,Hydra,11.7,3.3,9,40.9,+,5,10,
2963,NGC 2963,Galaxy,Draco,14.0,1.4,9,47.8,+,72,58,
2964,NGC 2964,Galaxy,Leo,11.3,3.0,9,42.9,+,31,51,
2967,NGC 2967,Galaxy,Sextans,11.6,3.0,9,42.1,+,0,20,
2968,NGC 2968,Galaxy,Leo,11.8,2.2,9,43.2,+,31,56,
2970,NGC 2970,Galaxy,Leo,14.0,1.0,9,43.5,+,31,59,
2972,NGC 2972,Open Cluster,Vela,9.9,4.0,9,40.3,-,50,20,
2974,NGC 2974,Galaxy,Sextans,10.8,3.4,9,42.6,-,3,42,
2976,NGC 2976,Galaxy,Ursa_Major,10.2,4.9,9,47.3,+,67,55,
2977,NGC 2977,Galaxy,Draco,13.0,1.7,9,43.8,+,74,52,
2978,NGC 2978,Galaxy,Sextans,14.0,1.2,9,43.3,-,9,45,
2980,NGC 2980,Galaxy,Sextans,13.0,1.8,9,43.2,-,9,37,
2983,NGC 2983,Galaxy,Hydra,11.7,2.6,9,43.7,-,20,29,
2985,NGC 2985,Galaxy,Ursa_Major,10.5,4.3,9,50.4,+,72,17,
2986,NGC 2986,Galaxy,Hydra,10.9,2.5,9,44.3,-,21,17,
2989,NGC 2989,Galaxy,Hydra,13.0,1.4,9,45.4,-,18,23,
2990,NGC 2990,Galaxy,Sextans,12.8,1.3,9,46.3,+,5,43,
2992,NGC 2992,Galaxy,Hydra,11.9,4.1,9,45.7,-,14,20,
2993,NGC 2993,Galaxy,Hydra,12.6,1.6,9,45.8,-,14,22,
2997,NGC 2997,Galaxy,Antlia,11.0,8.1,9,45.6,-,31,11,
2998,NGC 2998,Galaxy,Ursa_Major,13.0,3.0,9,48.7,+,44,5,
3001,NGC 3001,Galaxy,Antlia,13.0,3.1,9,46.3,-,30,26,
3003,NGC 3003,Galaxy,Leo_Minor,11.7,5.9,9,48.6,+,33,25,
3011,NGC 3011,Galaxy,Leo,14.0,1.2,9,49.7,+,32,13,
3020,NGC 3020,Galaxy,Leo,13.0,3.2,9,50.1,+,12,49,
3021,NGC 3021,Galaxy,Leo_Minor,13.0,1.7,9,51.0,+,33,33,
3023,NGC 3023,Galaxy,Sextans,13.0,3.1,9,49.9,+,0,37,
3024,NGC 3024,Galaxy,Leo,14.0,2.2,9,50.5,+,12,46,
3026,NGC 3026,Galaxy,Leo,13.0,2.2,9,50.9,+,28,33,
3027,NGC 3027,Galaxy,Ursa_Major,12.0,4.7,9,55.7,+,72,12,
3031,NGC 3031,Galaxy,Ursa_Major,6.9,25.0,9,55.6,+,69,4,
3032,NGC 3032,Galaxy,Leo,11.9,2.5,9,52.1,+,29,14,
3033,NGC 3033,Open Cluster,Vela,8.8,5.0,9,48.8,-,56,25,
3034,NGC 3034,Galaxy,Ursa_Major,8.4,11.0,9,55.8,+,69,41,
3038,NGC 3038,Galaxy,Antlia,13.0,2.6,9,51.3,-,32,45,
3039,NGC 3039,Galaxy,Sextans,14.0,1.3,9,52.5,+,2,9,
3041,NGC 3041,Galaxy,Leo,11.5,3.7,9,53.1,+,16,41,
3043,NGC 3043,Galaxy,Ursa_Major,14.0,2.0,9,56.2,+,59,18,
3044,NGC 3044,Galaxy,Sextans,12.0,4.8,9,53.7,+,1,35,
3052,NGC 3052,Galaxy,Hydra,13.0,2.1,9,54.5,-,18,38,
3054,NGC 3054,Galaxy,Hydra,12.0,3.9,9,54.5,-,25,42,
3055,NGC 3055,Galaxy,Sextans,12.1,2.2,9,55.3,+,4,16,
3056,NGC 3056,Galaxy,Antlia,13.0,2.0,9,54.5,-,28,18,
3057,NGC 3057,Galaxy,Draco,14.0,2.5,10,5.6,+,80,17,
3059,NGC 3059,Galaxy,Carina,12.0,3.2,9,50.2,-,73,55,
3061,NGC 3061,Galaxy,Draco,14.0,2.0,9,56.2,+,75,52,
3065,NGC 3065,Galaxy,Ursa_Major,12.0,2.0,10,1.9,+,72,10,
3066,NGC 3066,Galaxy,Ursa_Major,12.9,1.2,10,2.2,+,72,7,
3067,NGC 3067,Galaxy,Leo,11.7,2.5,9,58.4,+,32,22,
3073,NGC 3073,Galaxy,Ursa_Major,13.0,1.5,10,0.9,+,55,37,
